position,gap_to_leader,tire_age,tire_compound,pit_stops,laps_remaining,safety_car,vsc,radio_sentiment,radio_pit_keyword,position_change_3lap,gap_delta_3lap,won,year,driver_number,lap_number
13,77.77999999999975,1,1,1,20.0,0,0,0.0,0,-7,29.958999999999836,0,2018,55,33.0
13,77.96299999999974,2,1,1,19.0,0,0,0.0,0,-7,27.38699999999972,0,2018,55,34.0
11,77.97199999999975,3,1,1,18.0,0,0,0.0,0,-5,21.370999999999185,0,2018,55,35.0
11,78.62800000000061,4,1,1,17.0,0,0,0.0,0,2,0.8480000000008658,0,2018,55,36.0
11,78.85800000000017,5,1,1,16.0,0,0,0.0,0,2,0.8950000000004366,0,2018,55,37.0
11,78.42000000000007,6,1,1,15.0,0,0,0.0,0,0,0.4480000000003201,0,2018,55,38.0
11,78.91499999999996,7,1,1,14.0,0,0,0.0,0,0,0.2869999999993524,0,2018,55,39.0
11,93.59500000000024,8,1,1,13.0,0,1,0.0,0,0,14.73700000000008,0,2018,55,40.0
11,84.9429999999993,9,1,1,12.0,0,0,0.0,0,0,6.522999999999229,0,2018,55,41.0
11,81.65299999999934,10,1,1,11.0,0,0,0.0,0,0,2.7379999999993743,0,2018,55,42.0
11,82.38599999999951,11,1,1,10.0,0,0,0.0,0,0,-11.209000000000742,0,2018,55,43.0
11,84.44200000000001,12,1,1,9.0,0,0,0.0,0,0,-0.5009999999992942,0,2018,55,44.0
11,86.28799999999956,13,1,1,8.0,0,0,0.0,0,0,4.635000000000218,0,2018,55,45.0
11,88.375,14,1,1,7.0,0,0,0.0,0,0,5.989000000000488,0,2018,55,46.0
11,91.02499999999964,15,1,1,6.0,0,0,0.0,0,0,6.582999999999629,0,2018,55,47.0
11,95.57499999999982,16,1,1,5.0,0,0,0.0,0,0,9.287000000000262,0,2018,55,48.0
11,97.96399999999994,17,1,1,4.0,0,0,0.0,0,0,9.588999999999942,0,2018,55,49.0
10,99.08200000000032,18,1,1,3.0,0,0,0.0,0,1,8.057000000000698,0,2018,55,50.0
10,101.38799999999992,19,1,1,2.0,0,0,0.0,0,1,5.813000000000102,0,2018,55,51.0
10,102.97599999999966,20,1,1,1.0,0,0,0.0,0,1,5.011999999999716,0,2018,55,52.0
5,7.048999999999978,4,1,0,51.0,0,0,0.0,0,0,0.0,0,2018,7,2.0
5,7.885999999999967,5,1,0,50.0,0,0,0.0,0,0,0.0,0,2018,7,3.0
5,10.11999999999989,6,1,0,49.0,1,0,0.0,0,0,0.0,0,2018,7,4.0
5,5.313000000000102,7,1,0,48.0,0,0,0.0,0,0,-1.7359999999998763,0,2018,7,5.0
5,5.434999999999945,8,1,0,47.0,0,0,0.0,0,0,-2.451000000000022,0,2018,7,6.0
5,2.1490000000001146,9,1,0,46.0,0,0,0.0,0,0,-7.970999999999776,0,2018,7,7.0
4,4.251999999999953,10,1,0,45.0,0,0,0.0,0,1,-1.0610000000001492,0,2018,7,8.0
4,6.2150000000001455,11,1,0,44.0,0,0,0.0,0,1,0.7800000000002001,0,2018,7,9.0
4,7.1720000000000255,12,1,0,43.0,0,0,0.0,0,1,5.022999999999911,0,2018,7,10.0
4,8.065000000000055,13,1,0,42.0,0,0,0.0,0,0,3.813000000000102,0,2018,7,11.0
4,8.223000000000411,14,1,0,41.0,0,0,0.0,0,0,2.0080000000002656,0,2018,7,12.0
4,8.271000000000186,15,1,0,40.0,0,0,0.0,0,0,1.09900000000016,0,2018,7,13.0
4,8.842000000000098,16,1,0,39.0,0,0,0.0,0,0,0.7770000000000437,0,2018,7,14.0
4,9.847000000000207,17,1,0,38.0,0,0,0.0,0,0,1.6239999999997965,0,2018,7,15.0
4,11.467000000000098,18,1,0,37.0,0,0,0.0,0,0,3.1959999999999127,0,2018,7,16.0
4,15.147999999999683,19,1,0,36.0,0,0,0.0,0,0,6.305999999999585,0,2018,7,17.0
9,34.11500000000024,1,1,1,35.0,0,0,0.0,0,-5,24.26800000000003,0,2018,7,18.0
9,34.33400000000029,2,1,1,34.0,0,0,0.0,0,-5,22.86700000000019,0,2018,7,19.0
8,35.41699999999992,3,1,1,33.0,0,0,0.0,0,-4,20.269000000000236,0,2018,7,20.0
7,37.76599999999962,4,1,1,32.0,0,0,0.0,0,2,3.650999999999385,0,2018,7,21.0
6,38.78999999999997,5,1,1,31.0,0,0,0.0,0,3,4.455999999999676,0,2018,7,22.0
5,40.922000000000025,6,1,1,30.0,0,0,0.0,0,3,5.505000000000109,0,2018,7,23.0
5,38.914000000000215,7,1,1,29.0,0,0,0.0,0,2,1.148000000000593,0,2018,7,24.0
5,21.161999999999807,8,1,1,28.0,0,0,0.0,0,1,-17.628000000000156,0,2018,7,25.0
5,21.916000000000167,9,1,1,27.0,0,0,0.0,0,0,-19.005999999999855,0,2018,7,26.0
5,22.298999999999975,10,1,1,26.0,0,0,0.0,0,0,-16.615000000000236,0,2018,7,27.0
5,22.49600000000009,11,1,1,25.0,0,0,0.0,0,0,1.3340000000002874,0,2018,7,28.0
5,22.03500000000031,12,1,1,24.0,0,0,0.0,0,0,0.1190000000001418,0,2018,7,29.0
5,21.45700000000033,13,1,1,23.0,0,0,0.0,0,0,-0.8419999999996435,0,2018,7,30.0
5,21.354999999999563,14,1,1,22.0,0,0,0.0,0,0,-1.1410000000005311,0,2018,7,31.0
5,21.170000000000076,15,1,1,21.0,0,0,0.0,0,0,-0.8650000000002365,0,2018,7,32.0
5,20.971999999999756,16,1,1,20.0,0,0,0.0,0,0,-0.4850000000005821,0,2018,7,33.0
5,20.52599999999984,17,1,1,19.0,0,0,0.0,0,0,-0.8289999999997235,0,2018,7,34.0
5,20.583999999999836,18,1,1,18.0,0,0,0.0,0,0,-0.5860000000002401,0,2018,7,35.0
5,20.95300000000043,19,1,1,17.0,0,0,0.0,0,0,-0.0189999999993233,0,2018,7,36.0
5,20.54799999999977,20,1,1,16.0,0,0,0.0,0,0,0.0219999999999345,0,2018,7,37.0
5,19.167999999999665,21,1,1,15.0,0,0,0.0,0,0,-1.4160000000001671,0,2018,7,38.0
5,18.911000000000055,22,1,1,14.0,0,0,0.0,0,0,-2.042000000000371,0,2018,7,39.0
5,19.805999999999585,23,1,1,13.0,0,0,0.0,0,0,-0.7420000000001892,0,2018,7,40.0
5,23.630999999999403,24,1,1,12.0,0,1,0.0,0,0,4.462999999999738,0,2018,7,41.0
5,20.105999999999767,25,1,1,11.0,0,0,0.0,0,0,1.194999999999709,0,2018,7,42.0
5,20.89300000000003,26,1,1,10.0,0,0,0.0,0,0,1.0870000000004438,0,2018,7,43.0
5,23.38699999999972,27,1,1,9.0,0,0,0.0,0,0,-0.2439999999996871,0,2018,7,44.0
5,25.863999999999574,28,1,1,8.0,0,0,0.0,0,0,5.757999999999811,0,2018,7,45.0
5,28.368000000000396,29,1,1,7.0,0,0,0.0,0,0,7.475000000000364,0,2018,7,46.0
5,31.10699999999997,30,1,1,6.0,0,0,0.0,0,0,7.720000000000255,0,2018,7,47.0
5,33.69800000000032,31,1,1,5.0,0,0,0.0,0,0,7.834000000000742,0,2018,7,48.0
5,35.40700000000015,32,1,1,4.0,0,0,0.0,0,0,7.03899999999976,0,2018,7,49.0
5,38.72900000000027,33,1,1,3.0,0,0,0.0,0,0,7.622000000000298,0,2018,7,50.0
5,43.0590000000002,34,1,1,2.0,0,0,0.0,0,0,9.360999999999876,0,2018,7,51.0
5,46.52599999999984,35,1,1,1.0,0,0,0.0,0,0,11.118999999999687,0,2018,7,52.0
5,50.99799999999959,36,1,1,0.0,0,0,0.0,0,0,12.268999999999323,0,2018,7,53.0
2,2.3170000000000077,4,0,0,51.0,0,0,0.0,0,0,0.0,0,2018,77,2.0
2,2.5019999999999527,5,0,0,50.0,0,0,0.0,0,0,0.0,0,2018,77,3.0
2,5.248999999999796,6,0,0,49.0,1,0,0.0,0,0,0.0,0,2018,77,4.0
2,1.3730000000000473,7,0,0,48.0,0,0,0.0,0,0,-0.94399999999996,0,2018,77,5.0
2,1.436999999999898,8,0,0,47.0,0,0,0.0,0,0,-1.0650000000000546,0,2018,77,6.0
2,0.7640000000001237,9,0,0,46.0,0,0,0.0,0,0,-4.484999999999673,0,2018,77,7.0
2,1.318000000000211,10,0,0,45.0,0,0,0.0,0,0,-0.0549999999998362,0,2018,77,8.0
2,2.166000000000168,11,0,0,44.0,0,0,0.0,0,0,0.7290000000002692,0,2018,77,9.0
2,2.5540000000000878,12,0,0,43.0,0,0,0.0,0,0,1.7899999999999636,0,2018,77,10.0
2,2.7529999999997017,13,0,0,42.0,0,0,0.0,0,0,1.434999999999491,0,2018,77,11.0
2,2.2660000000000764,14,0,0,41.0,0,0,0.0,0,0,0.099999999999909,0,2018,77,12.0
2,2.31899999999996,15,0,0,40.0,0,0,0.0,0,0,-0.2350000000001273,0,2018,77,13.0
2,2.7239999999997053,16,0,0,39.0,0,0,0.0,0,0,-0.0289999999999963,0,2018,77,14.0
2,2.938000000000102,17,0,0,38.0,0,0,0.0,0,0,0.6720000000000255,0,2018,77,15.0
2,3.416000000000168,18,0,0,37.0,0,0,0.0,0,0,1.0970000000002074,0,2018,77,16.0
2,3.85799999999972,19,0,0,36.0,0,0,0.0,0,0,1.1340000000000146,0,2018,77,17.0
2,4.322000000000116,20,0,0,35.0,0,0,0.0,0,0,1.3840000000000146,0,2018,77,18.0
2,4.088000000000193,21,0,0,34.0,0,0,0.0,0,0,0.6720000000000255,0,2018,77,19.0
2,4.565999999999804,22,0,0,33.0,0,0,0.0,0,0,0.7080000000000837,0,2018,77,20.0
2,4.527999999999793,23,0,0,32.0,0,0,0.0,0,0,0.2059999999996762,0,2018,77,21.0
2,5.057999999999993,24,0,0,31.0,0,0,0.0,0,0,0.9699999999998,0,2018,77,22.0
2,7.891000000000076,25,0,0,30.0,0,0,0.0,0,0,3.325000000000273,0,2018,77,23.0
2,23.745000000000346,1,1,1,29.0,0,0,0.0,0,0,19.217000000000557,0,2018,77,24.0
2,4.659999999999855,2,1,1,28.0,0,0,0.0,0,0,-0.3980000000001382,0,2018,77,25.0
2,4.650000000000091,3,1,1,27.0,0,0,0.0,0,0,-3.240999999999985,0,2018,77,26.0
2,4.781999999999698,4,1,1,26.0,0,0,0.0,0,0,-18.963000000000648,0,2018,77,27.0
2,5.33199999999988,5,1,1,25.0,0,0,0.0,0,0,0.6720000000000255,0,2018,77,28.0
2,5.385000000000218,6,1,1,24.0,0,0,0.0,0,0,0.7350000000001273,0,2018,77,29.0
2,4.858000000000175,7,1,1,23.0,0,0,0.0,0,0,0.0760000000004765,0,2018,77,30.0
2,5.59099999999944,8,1,1,22.0,0,0,0.0,0,0,0.2589999999995598,0,2018,77,31.0
2,5.76299999999992,9,1,1,21.0,0,0,0.0,0,0,0.3779999999997017,0,2018,77,32.0
2,5.891000000000531,10,1,1,20.0,0,0,0.0,0,0,1.0330000000003563,0,2018,77,33.0
2,5.75,11,1,1,19.0,0,0,0.0,0,0,0.1590000000005602,0,2018,77,34.0
2,5.761000000000422,12,1,1,18.0,0,0,0.0,0,0,-0.0019999999994979,0,2018,77,35.0
2,6.048999999999978,13,1,1,17.0,0,0,0.0,0,0,0.157999999999447,0,2018,77,36.0
2,5.430999999999585,14,1,1,16.0,0,0,0.0,0,0,-0.3190000000004147,0,2018,77,37.0
2,4.576999999999316,15,1,1,15.0,0,0,0.0,0,0,-1.184000000001106,0,2018,77,38.0
2,5.425000000000182,16,1,1,14.0,0,0,0.0,0,0,-0.6239999999997963,0,2018,77,39.0
2,5.395999999999731,17,1,1,13.0,0,0,0.0,0,0,-0.0349999999998544,0,2018,77,40.0
2,7.480999999999767,18,1,1,12.0,0,1,0.0,0,0,2.904000000000451,0,2018,77,41.0
2,5.759000000000015,19,1,1,11.0,0,0,0.0,0,0,0.3339999999998326,0,2018,77,42.0
2,6.235999999999876,20,1,1,10.0,0,0,0.0,0,0,0.8400000000001455,0,2018,77,43.0
2,6.961999999999534,21,1,1,9.0,0,0,0.0,0,0,-0.5190000000002328,0,2018,77,44.0
2,9.804999999999382,22,1,1,8.0,0,0,0.0,0,0,4.045999999999367,0,2018,77,45.0
2,9.78400000000056,23,1,1,7.0,0,0,0.0,0,0,3.548000000000684,0,2018,77,46.0
2,10.976999999999862,24,1,1,6.0,0,0,0.0,0,0,4.015000000000327,0,2018,77,47.0
2,11.26299999999992,25,1,1,5.0,0,0,0.0,0,0,1.4580000000005384,0,2018,77,48.0
2,10.076999999999316,26,1,1,4.0,0,0,0.0,0,0,0.2929999999987558,0,2018,77,49.0
2,10.510000000000218,27,1,1,3.0,0,0,0.0,0,0,-0.4669999999996435,0,2018,77,50.0
2,11.628999999999904,28,1,1,2.0,0,0,0.0,0,0,0.3659999999999854,0,2018,77,51.0
2,13.416000000000167,29,1,1,1.0,0,0,0.0,0,0,3.3390000000008517,0,2018,77,52.0
2,12.918999999999867,30,1,1,0.0,0,0,0.0,0,0,2.4089999999996508,0,2018,77,53.0
6,8.961999999999989,4,0,0,51.0,0,0,0.0,0,0,0.0,0,2018,8,2.0
6,10.288000000000013,5,0,0,50.0,0,0,0.0,0,0,0.0,0,2018,8,3.0
6,10.903999999999996,6,0,0,49.0,1,0,0.0,0,0,0.0,0,2018,8,4.0
6,6.652000000000044,7,0,0,48.0,0,0,0.0,0,0,-2.309999999999945,0,2018,8,5.0
6,7.119999999999891,8,0,0,47.0,0,0,0.0,0,0,-3.16800000000012,0,2018,8,6.0
6,2.736000000000104,9,0,0,46.0,0,0,0.0,0,0,-8.167999999999893,0,2018,8,7.0
5,5.942000000000007,10,0,0,45.0,0,0,0.0,0,1,-0.7100000000000364,0,2018,8,8.0
5,8.331000000000131,11,0,0,44.0,0,0,0.0,0,1,1.21100000000024,0,2018,8,9.0
5,10.610000000000127,12,0,0,43.0,0,0,0.0,0,1,7.874000000000024,0,2018,8,10.0
5,12.824999999999818,13,0,0,42.0,0,0,0.0,0,0,6.882999999999811,0,2018,8,11.0
5,14.471000000000004,14,0,0,41.0,0,0,0.0,0,0,6.139999999999873,0,2018,8,12.0
6,16.614000000000033,15,0,0,40.0,0,0,0.0,0,-1,6.003999999999905,0,2018,8,13.0
6,19.014999999999876,16,0,0,39.0,0,0,0.0,0,-1,6.190000000000055,0,2018,8,14.0
6,20.923999999999975,17,0,0,38.0,0,0,0.0,0,-1,6.452999999999975,0,2018,8,15.0
6,23.43100000000004,18,0,0,37.0,0,0,0.0,0,0,6.817000000000007,0,2018,8,16.0
6,25.64599999999973,19,0,0,36.0,0,0,0.0,0,0,6.630999999999858,0,2018,8,17.0
5,27.588000000000196,20,0,0,35.0,0,0,0.0,0,1,6.664000000000215,0,2018,8,18.0
5,29.732000000000426,21,0,0,34.0,0,0,0.0,0,1,6.301000000000386,0,2018,8,19.0
5,32.029999999999745,22,0,0,33.0,0,0,0.0,0,1,6.384000000000015,0,2018,8,20.0
5,34.43799999999965,23,0,0,32.0,0,0,0.0,0,0,6.849999999999454,0,2018,8,21.0
5,38.348999999999705,24,0,0,31.0,0,0,0.0,0,0,8.61699999999928,0,2018,8,22.0
6,42.61299999999983,25,0,0,30.0,0,0,0.0,0,-1,10.583000000000084,0,2018,8,23.0
6,43.17500000000018,26,0,0,29.0,0,0,0.0,0,-1,8.737000000000535,0,2018,8,24.0
6,27.36200000000008,27,0,0,28.0,0,0,0.0,0,-1,-10.986999999999624,0,2018,8,25.0
6,30.346000000000004,28,0,0,27.0,0,0,0.0,0,0,-12.266999999999824,0,2018,8,26.0
6,33.25099999999975,29,0,0,26.0,0,0,0.0,0,0,-9.924000000000431,0,2018,8,27.0
6,35.55799999999999,30,0,0,25.0,0,0,0.0,0,0,8.195999999999913,0,2018,8,28.0
6,39.44599999999991,31,0,0,24.0,0,0,0.0,0,0,9.099999999999907,0,2018,8,29.0
7,59.35499999999956,1,1,1,23.0,0,0,0.0,0,-1,26.10399999999981,0,2018,8,30.0
7,59.82099999999991,2,1,1,22.0,0,0,0.0,0,-1,24.26299999999992,0,2018,8,31.0
7,60.27900000000045,3,1,1,21.0,0,0,0.0,0,-1,20.83300000000054,0,2018,8,32.0
6,60.81800000000021,4,1,1,20.0,0,0,0.0,0,1,1.4630000000006476,0,2018,8,33.0
7,63.05999999999949,5,1,1,19.0,0,0,0.0,0,0,3.238999999999578,0,2018,8,34.0
7,64.05400000000009,6,1,1,18.0,0,0,0.0,0,0,3.774999999999636,0,2018,8,35.0
7,64.78200000000015,7,1,1,17.0,0,0,0.0,0,-1,3.963999999999942,0,2018,8,36.0
7,65.08399999999983,8,1,1,16.0,0,0,0.0,0,0,2.024000000000342,0,2018,8,37.0
7,64.73799999999937,9,1,1,15.0,0,0,0.0,0,0,0.683999999999287,0,2018,8,38.0
7,65.31800000000021,10,1,1,14.0,0,0,0.0,0,0,0.5360000000000582,0,2018,8,39.0
7,72.67399999999998,11,1,1,13.0,0,1,0.0,0,0,7.5900000000001455,0,2018,8,40.0
8,73.44499999999971,12,1,1,12.0,0,0,0.0,0,-1,8.707000000000335,0,2018,8,41.0
8,71.03899999999976,13,1,1,11.0,0,0,0.0,0,-1,5.720999999999549,0,2018,8,42.0
8,71.65799999999945,14,1,1,10.0,0,0,0.0,0,-1,-1.0160000000005311,0,2018,8,43.0
8,73.52499999999964,15,1,1,9.0,0,0,0.0,0,0,0.0799999999999272,0,2018,8,44.0
8,75.1269999999995,16,1,1,8.0,0,0,0.0,0,0,4.087999999999738,0,2018,8,45.0
8,77.11099999999988,17,1,1,7.0,0,0,0.0,0,0,5.453000000000429,0,2018,8,46.0
8,78.77899999999954,18,1,1,6.0,0,0,0.0,0,0,5.253999999999905,0,2018,8,47.0
8,80.35699999999997,19,1,1,5.0,0,0,0.0,0,0,5.230000000000473,0,2018,8,48.0
8,80.7509999999993,20,1,1,4.0,0,0,0.0,0,0,3.639999999999418,0,2018,8,49.0
8,82.52700000000004,21,1,1,3.0,0,0,0.0,0,0,3.748000000000502,0,2018,8,50.0
8,84.55000000000018,22,1,1,2.0,0,0,0.0,0,0,4.193000000000211,0,2018,8,51.0
8,85.93000000000029,23,1,1,1.0,0,0,0.0,0,0,5.179000000000997,0,2018,8,52.0
8,87.19799999999941,24,1,1,0.0,0,0,0.0,0,0,4.670999999999367,0,2018,8,53.0
17,18.067999999999984,1,0,0,51.0,0,0,0.0,0,0,0.0,0,2018,9,2.0
17,21.342999999999847,2,0,0,50.0,0,0,0.0,0,0,0.0,0,2018,9,3.0
18,28.149999999999864,3,0,0,49.0,1,0,0.0,0,0,0.0,0,2018,9,4.0
18,20.24000000000001,4,0,0,48.0,0,0,0.0,0,-1,2.172000000000025,0,2018,9,5.0
19,25.654,1,1,1,47.0,0,0,0.0,0,-2,4.311000000000149,0,2018,9,6.0
19,12.635999999999967,2,1,1,46.0,0,0,0.0,0,-1,-15.513999999999896,0,2018,9,7.0
18,14.493000000000391,3,1,1,45.0,0,0,0.0,0,0,-5.746999999999616,0,2018,9,8.0
17,19.010999999999967,4,1,1,44.0,0,0,0.0,0,2,-6.643000000000029,0,2018,9,9.0
17,23.12800000000016,5,1,1,43.0,0,0,0.0,0,2,10.49200000000019,0,2018,9,10.0
17,27.93100000000004,6,1,1,42.0,0,0,0.0,0,1,13.437999999999647,0,2018,9,11.0
18,31.067000000000007,7,1,1,41.0,0,0,0.0,0,-1,12.05600000000004,0,2018,9,12.0
18,34.02500000000009,8,1,1,40.0,0,0,0.0,0,-1,10.896999999999936,0,2018,9,13.0
16,36.17599999999993,9,1,1,39.0,0,0,0.0,0,1,8.24499999999989,0,2018,9,14.0
16,37.91600000000017,10,1,1,38.0,0,0,0.0,0,2,6.84900000000016,0,2018,9,15.0
16,40.54100000000017,11,1,1,37.0,0,0,0.0,0,2,6.516000000000076,0,2018,9,16.0
16,43.52699999999959,12,1,1,36.0,0,0,0.0,0,0,7.350999999999658,0,2018,9,17.0
16,46.452999999999975,13,1,1,35.0,0,0,0.0,0,0,8.536999999999807,0,2018,9,18.0
16,49.19100000000026,14,1,1,34.0,0,0,0.0,0,0,8.650000000000091,0,2018,9,19.0
16,52.37800000000016,15,1,1,33.0,0,0,0.0,0,0,8.851000000000568,0,2018,9,20.0
16,55.50499999999965,16,1,1,32.0,0,0,0.0,0,0,9.05199999999968,0,2018,9,21.0
16,58.5949999999998,17,1,1,31.0,0,0,0.0,0,0,9.403999999999542,0,2018,9,22.0
16,62.10599999999977,18,1,1,30.0,0,0,0.0,0,0,9.72799999999961,0,2018,9,23.0
16,62.94600000000037,19,1,1,29.0,0,0,0.0,0,0,7.441000000000713,0,2018,9,24.0
15,47.9079999999999,20,1,1,28.0,0,0,0.0,0,1,-10.686999999999898,0,2018,9,25.0
15,51.91100000000006,21,1,1,27.0,0,0,0.0,0,1,-10.194999999999707,0,2018,9,26.0
12,55.63999999999987,22,1,1,26.0,0,0,0.0,0,4,-7.306000000000495,0,2018,9,27.0
13,59.75799999999981,23,1,1,25.0,0,0,0.0,0,2,11.849999999999907,0,2018,9,28.0
14,64.42500000000018,24,1,1,24.0,0,0,0.0,0,1,12.514000000000124,0,2018,9,29.0
12,67.41899999999987,25,1,1,23.0,0,0,0.0,0,0,11.778999999999996,0,2018,9,30.0
12,70.1899999999996,26,1,1,22.0,0,0,0.0,0,1,10.431999999999787,0,2018,9,31.0
12,72.66700000000037,27,1,1,21.0,0,0,0.0,0,2,8.24200000000019,0,2018,9,32.0
12,75.60599999999977,28,1,1,20.0,0,0,0.0,0,0,8.186999999999898,0,2018,9,33.0
12,77.67500000000018,29,1,1,19.0,0,0,0.0,0,0,7.485000000000582,0,2018,9,34.0
12,81.32200000000012,30,1,1,18.0,0,0,0.0,0,0,8.654999999999745,0,2018,9,35.0
12,83.45400000000063,31,1,1,17.0,0,0,0.0,0,0,7.848000000000866,0,2018,9,36.0
12,85.04500000000007,32,1,1,16.0,0,0,0.0,0,0,7.369999999999891,0,2018,9,37.0
12,85.86799999999948,33,1,1,15.0,0,0,0.0,0,0,4.545999999999367,0,2018,9,38.0
12,87.89699999999993,34,1,1,14.0,0,0,0.0,0,0,4.4429999999993015,0,2018,9,39.0
12,102.88900000000012,35,1,1,13.0,0,1,0.0,0,0,17.84400000000005,0,2018,9,40.0
12,96.1219999999994,36,1,1,12.0,0,0,0.0,0,0,10.253999999999904,0,2018,9,41.0
12,95.52499999999964,37,1,1,11.0,0,0,0.0,0,0,7.627999999999702,0,2018,9,42.0
12,97.96299999999974,38,1,1,10.0,0,0,0.0,0,0,-4.926000000000386,0,2018,9,43.0
12,104.41700000000036,39,1,1,9.0,0,0,0.0,0,0,8.295000000000982,0,2018,9,44.0
12,108.66599999999926,40,1,1,8.0,0,0,0.0,0,0,13.140999999999622,0,2018,9,45.0
12,114.22000000000024,41,1,1,7.0,0,0,0.0,0,0,16.257000000000517,0,2018,9,46.0
12,118.35099999999966,42,1,1,6.0,0,0,0.0,0,0,13.933999999999289,0,2018,9,47.0
12,121.97900000000028,43,1,1,5.0,0,0,0.0,0,0,13.313000000001011,0,2018,9,48.0
12,124.59699999999977,44,1,1,4.0,0,0,0.0,0,0,10.376999999999498,0,2018,9,49.0
12,128.77300000000014,45,1,1,3.0,0,0,0.0,0,0,10.42200000000048,0,2018,9,50.0
12,133.1329999999998,46,1,1,2.0,0,0,0.0,0,0,11.153999999999542,0,2018,9,51.0
12,137.14599999999973,47,1,1,1.0,0,0,0.0,0,0,12.548999999999978,0,2018,9,52.0
8,9.261999999999716,5,0,0,51.0,0,0,0.0,0,0,0.0,0,2019,10,2.0
8,11.748000000000047,6,0,0,50.0,0,0,0.0,0,0,0.0,0,2019,10,3.0
6,13.664999999999964,7,0,0,49.0,0,0,0.0,0,0,0.0,0,2019,10,4.0
6,15.601000000000113,8,0,0,48.0,0,0,0.0,0,2,6.3390000000003965,0,2019,10,5.0
6,17.170000000000073,9,0,0,47.0,0,0,0.0,0,2,5.4220000000000255,0,2019,10,6.0
6,18.61200000000008,10,0,0,46.0,0,0,0.0,0,0,4.947000000000116,0,2019,10,7.0
6,19.952000000000226,11,0,0,45.0,0,0,0.0,0,0,4.351000000000113,0,2019,10,8.0
6,21.70600000000013,12,0,0,44.0,0,0,0.0,0,0,4.536000000000058,0,2019,10,9.0
6,23.243999999999687,13,0,0,43.0,0,0,0.0,0,0,4.631999999999607,0,2019,10,10.0
6,25.10799999999972,14,0,0,42.0,0,0,0.0,0,0,5.155999999999494,0,2019,10,11.0
6,26.92999999999984,15,0,0,41.0,0,0,0.0,0,0,5.223999999999705,0,2019,10,12.0
6,28.85399999999981,16,0,0,40.0,0,0,0.0,0,0,5.610000000000127,0,2019,10,13.0
6,30.83999999999969,17,0,0,39.0,0,0,0.0,0,0,5.731999999999971,0,2019,10,14.0
6,33.047000000000025,18,0,0,38.0,0,0,0.0,0,0,6.117000000000189,0,2019,10,15.0
5,35.156000000000404,19,0,0,37.0,0,0,0.0,0,1,6.302000000000589,0,2019,10,16.0
5,35.57999999999993,20,0,0,36.0,0,0,0.0,0,1,4.7400000000002365,0,2019,10,17.0
6,33.27599999999984,21,0,0,35.0,0,0,0.0,0,0,0.2289999999998144,0,2019,10,18.0
12,53.75700000000006,1,1,1,34.0,0,0,0.0,0,-7,18.600999999999654,0,2019,10,19.0
10,53.960999999999785,2,1,1,33.0,0,0,0.0,0,-5,18.380999999999855,0,2019,10,20.0
10,52.94200000000001,3,1,1,32.0,0,0,0.0,0,-4,19.666000000000167,0,2019,10,21.0
10,55.78999999999997,4,1,1,31.0,0,0,0.0,0,2,2.0329999999999018,0,2019,10,22.0
10,59.08100000000013,5,1,1,30.0,0,0,0.0,0,0,5.120000000000346,0,2019,10,23.0
9,61.750999999999294,6,1,1,29.0,0,0,0.0,0,1,8.808999999999287,0,2019,10,24.0
8,63.685999999999694,7,1,1,28.0,0,0,0.0,0,2,7.895999999999731,0,2019,10,25.0
7,65.13500000000022,8,1,1,27.0,0,0,0.0,0,3,6.054000000000087,0,2019,10,26.0
7,66.79200000000037,9,1,1,26.0,0,0,0.0,0,2,5.041000000001077,0,2019,10,27.0
7,68.67399999999998,10,1,1,25.0,0,0,0.0,0,1,4.988000000000284,0,2019,10,28.0
7,70.70600000000013,11,1,1,24.0,0,0,0.0,0,0,5.570999999999913,0,2019,10,29.0
6,71.72500000000036,12,1,1,23.0,0,0,0.0,0,1,4.932999999999993,0,2019,10,30.0
6,74.40000000000055,13,1,1,22.0,0,0,0.0,0,1,5.726000000000568,0,2019,10,31.0
6,75.96100000000024,14,1,1,21.0,0,0,0.0,0,1,5.255000000000109,0,2019,10,32.0
6,78.43199999999979,15,1,1,20.0,0,0,0.0,0,0,6.706999999999425,0,2019,10,33.0
7,82.13600000000042,16,1,1,19.0,0,0,0.0,0,-1,7.735999999999876,0,2019,10,34.0
7,83.85399999999936,17,1,1,18.0,0,0,0.0,0,-1,7.89299999999912,0,2019,10,35.0
7,83.70100000000002,18,1,1,17.0,0,0,0.0,0,-1,5.269000000000233,0,2019,10,36.0
7,76.13200000000052,19,1,1,16.0,0,0,0.0,0,0,-6.003999999999905,0,2019,10,37.0
7,79.02499999999964,20,1,1,15.0,0,0,0.0,0,0,-4.828999999999724,0,2019,10,38.0
7,81.77400000000034,21,1,1,14.0,0,0,0.0,0,0,-1.92699999999968,0,2019,10,39.0
7,84.26299999999992,22,1,1,13.0,0,0,0.0,0,0,8.130999999999403,0,2019,10,40.0
7,86.66600000000017,23,1,1,12.0,0,0,0.0,0,0,7.641000000000531,0,2019,10,41.0
7,86.1210000000001,24,1,1,11.0,0,0,0.0,0,0,4.346999999999753,0,2019,10,42.0
7,84.09400000000005,25,1,1,10.0,0,0,0.0,0,0,-0.168999999999869,0,2019,10,43.0
7,87.3739999999998,26,1,1,9.0,0,0,0.0,0,0,0.7079999999996289,0,2019,10,44.0
